,Depedency,YOGO,Glove,,Word2Vec,,,,,,,OWN,,,,,,,,,
capital-common-countries,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
capital-world,100.00%,55.97%,42.64%,42.64%,42.64%,42.64%,24.27%,42.64%,24.27%,42.64%,24.27%,57.32%,57.32%,57.32%,57.32%,57.32%,57.32%,57.32%,57.32%,57.32%,57.32%
city-in-state,100.00%,91.89%,83.38%,83.38%,83.38%,83.38%,58.90%,83.38%,58.90%,83.38%,58.90%,91.89%,91.89%,91.89%,91.89%,91.89%,91.89%,91.89%,91.89%,91.89%,91.89%
currency,93.30%,30.95%,14.78%,14.78%,14.78%,14.78%,9.93%,14.78%,9.93%,14.78%,9.93%,39.03%,39.03%,39.03%,39.03%,39.03%,39.03%,39.03%,39.03%,39.03%,39.03%
family,100.00%,83.00%,67.59%,67.59%,67.59%,67.59%,67.59%,67.59%,67.59%,67.59%,67.59%,83.00%,83.00%,83.00%,83.00%,83.00%,83.00%,83.00%,83.00%,83.00%,83.00%
gram1-adjective-to-adverb,100.00%,87.70%,81.85%,81.85%,81.85%,81.85%,65.52%,81.85%,65.52%,81.85%,65.52%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
gram2-opposite,100.00%,67.98%,51.72%,51.72%,51.72%,51.72%,33.50%,51.72%,33.50%,51.72%,33.50%,67.98%,67.98%,67.98%,67.98%,67.98%,67.98%,67.98%,67.98%,67.98%,67.98%
gram3-comparative,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,94.59%,100.00%,94.59%,100.00%,94.59%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
gram4-superlative,100.00%,62.57%,62.57%,62.57%,62.57%,62.57%,49.20%,62.57%,49.20%,62.57%,49.20%,67.38%,67.38%,67.38%,67.38%,67.38%,67.38%,67.38%,67.38%,67.38%,67.38%
gram5-present-participle,100.00%,93.94%,93.94%,93.94%,93.94%,93.94%,82.39%,93.94%,82.39%,93.94%,82.39%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
gram6-nationality-adjective,100.00%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%,85.74%
gram7-past-tense,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,85.38%,100.00%,85.38%,100.00%,85.38%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
gram8-plural,100.00%,89.34%,74.47%,74.47%,74.47%,74.47%,69.82%,74.47%,69.82%,74.47%,69.82%,89.34%,89.34%,89.34%,89.34%,89.34%,89.34%,89.34%,89.34%,89.34%,89.34%
gram9-plural-verbs,100.00%,93.33%,93.33%,93.33%,93.33%,93.33%,80.69%,93.33%,80.69%,93.33%,80.69%,93.33%,93.33%,93.33%,93.33%,93.33%,93.33%,93.33%,93.33%,93.33%,93.33%
,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F,C/F
,0.40%,25.89%,76.09%,59.88%,78.46%,80.63%,84.98%,78.26%,82.41%,84.58%,89.33%,5.34%,6.72%,6.13%,5.73%,12.65%,11.46%,7.71%,8.30%,15.02%,17.00%
,0.11%,11.10%,57.54%,29.55%,74.96%,76.21%,78.87%,67.34%,74.32%,76.36%,77.96%,2.16%,3.05%,3.43%,4.86%,14.89%,2.82%,2.78%,3.32%,4.47%,15.08%
,0.41%,17.29%,34.66%,24.06%,48.52%,29.85%,28.84%,34.56%,32.21%,30.00%,28.22%,2.87%,2.16%,3.48%,5.47%,5.51%,2.12%,3.93%,2.51%,3.26%,6.62%
,0.00%,15.30%,10.16%,4.69%,10.94%,14.84%,12.79%,17.97%,16.28%,20.31%,18.60%,0.89%,0.30%,0.30%,0.00%,0.00%,0.89%,0.30%,0.89%,0.59%,0.30%
,8.50%,83.33%,46.20%,41.52%,50.88%,45.32%,57.02%,54.09%,69.88%,52.92%,67.25%,6.90%,17.86%,13.57%,12.62%,6.67%,20.48%,19.05%,22.86%,19.52%,8.81%
,0.00%,11.95%,5.17%,3.82%,11.33%,20.81%,35.69%,12.93%,23.85%,16.26%,29.23%,2.42%,1.51%,4.44%,4.33%,1.61%,1.92%,2.12%,6.15%,2.52%,3.23%
,0.00%,43.84%,9.05%,10.00%,21.90%,16.43%,29.41%,25.95%,38.60%,23.33%,34.19%,1.45%,0.72%,6.16%,4.53%,1.81%,1.99%,2.17%,3.99%,6.52%,0.54%
,0.30%,89.86%,20.95%,17.64%,28.68%,20.12%,31.98%,31.08%,41.51%,26.28%,38.49%,4.13%,2.25%,24.25%,20.65%,50.60%,5.71%,6.16%,23.65%,26.20%,46.92%
,0.09%,70.23%,13.96%,12.39%,18.38%,9.69%,13.22%,22.79%,33.70%,19.23%,25.91%,4.63%,1.72%,15.61%,12.96%,44.58%,4.89%,2.91%,12.57%,16.01%,46.30%
,1.52%,61.79%,12.90%,9.88%,26.11%,21.98%,34.37%,19.25%,33.56%,21.57%,33.91%,4.92%,4.26%,30.30%,24.53%,49.91%,7.95%,3.98%,37.03%,15.34%,46.59%
,9.26%,18.23%,92.05%,74.03%,92.92%,92.71%,96.13%,90.08%,93.00%,92.78%,95.19%,6.35%,3.72%,5.84%,9.04%,0.36%,10.36%,6.05%,5.98%,6.93%,0.29%
,1.28%,65.06%,13.21%,8.72%,31.09%,23.53%,41.29%,29.81%,44.67%,25.51%,44.29%,4.23%,3.72%,19.42%,21.67%,64.94%,6.15%,4.23%,17.95%,17.12%,58.21%
,7.21%,60.84%,12.80%,8.47%,32.26%,35.69%,42.47%,30.44%,34.73%,31.15%,37.63%,4.79%,2.69%,34.62%,22.35%,76.05%,6.89%,5.97%,36.39%,28.24%,81.51%
,0.46%,88.55%,17.49%,14.41%,24.26%,24.63%,43.16%,21.92%,42.45%,24.38%,47.86%,4.31%,3.69%,32.76%,28.45%,64.78%,9.61%,5.17%,43.97%,27.34%,66.38%
