postediting	2016	0010	3	"It would be a mistake to underestimate her.	"It would be a mistake to the underestimate.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	0940	0	Then, when I became a dancer, I was trying to take care of my way to pay.	For me, it was clear that I had to be travel a day.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	0990	0	Then, when I became a dancer, I was trying to take care of my way to pay.	"However, once I have the impression that this is a job at risk, I supprimerai.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	0994	1	The intelligent car imitates the flight of a bumblebee	The intelligent car theft of bourdon emulating	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1000	5	The development of Orlando has already pushed Interstate 4 up to the west of the city.	The development of Orlando has already prompted Interstate 4 up to the west of the city.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1003	1	Microsoft is right, its operational system is important but also its software.	Microsoft is right, its operational system is losing importance but also its software.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1013	2	Sarkozy at the meeting of fishermen angry	Nicolas Sarkozy is expected to the ground by fishermen.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1017	4	The collar workers continue to queue to buy their sandwich matinier merchants to happen, and it is impossible to find a taxi between 16h and 19h in the week.	The office workers continue to queue to buy their morning sandwich from mobile stalls, and it is impossible to find a taxi between 16h and 19h during the week.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1032	2	We can, of course, make music directly on the map memory, but little card readers know go without reduction, given the dimensions tiny memory cards used in mobile.	We can, of course, record music directly onto the memory card, but few card readers know how to deal with them, given the tiny dimensions of memory cards used in mobile.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1035	0	We advise you on how to make a choice.	Conseillera, how you choose	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1038	5	The septuagenarian McCain has repeatedly put forward his indisputable experience in foreign policy, while emphasising the "naiveness" of his opponent in these matters that were at the heart of this first contest.	The septuagénaire McCain has repeatedly put forward its indisputable experience in foreign policy, while emphasising the "naive" of his opponent on these issues that were at the heart of this first contest.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1052	4	You will achieve nothing, because in sleeping, he is not sufficiently aware to organize his thoughts.	You will achieve nothing, because in sleeping, it is not aware to hold his thinking.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1072	5	The boxeur Rocky Graziano, delinquant, tormented, violent, unforgettable in Somebody Up there Likes Me (marked by hatred), or Robert Wise, a role intended for James Dean, resumed after his death, which really launched Newman in 1956.	This boxeur Rocky Graziano, offender, tormented, violent, unforgettable in Somebody Up there Likes Dr (marked by hatred), Robert Wise, a role for James Dean, resumed after his death, which launched really Newman in 1956.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1077	3	The song is ensured by Katerˇina Kneˇzˇínková and Adam Plachetka.	The song is performed by Katerˇina Kneˇzˇínková and Adam Plachetka.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1078	5	They desperately need this, indeed, and I shows you an example.	They desperately need this, and I show you an example.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1088	3	For many, the main advantage of mobile phones that play music is their prices.	For many, the main advantage of mobile music is their prices.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1090	4	Sudanese soldiers had done this Sunday six of the kidnappers in the border area between Sudan, Chad and Egypt, and had arrested two of them.	Sudanese soldiers had killed six of the kidnappers this Sunday in the border area between Sudan, Chad and Egypt, and had arrested two of them.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1093	3	Shortly after, the witness, who initially had not recognised the actress saw Locklear stop in the middle of the motorway and get out of her car.	Shortly after, the witness, who initially had not recognised the actress has given that Locklear has been arrested in the middle of the motorway and is out of his vehicle.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1113	2	The cinema of the 1950s and 1960s we dazzles and we let much for our collections.	The cinema of the 1950s and 1960s fascinates us and much of our work is inspired by it.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1123	1	"I have changed, I do not want to take risk".	"However, once I have the impression that this is a job at risk, I supprimerai.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1129	5	We do not have to look too far to find examples.	We do not have to go look too far to find examples.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1139	3	But the Illhousiens goal scorer was not able to enjoy his happiness long and was be forced to return to the changing rooms a dozen minutes later and leaving his team mates with one man less.	But the buteur Illhousiens will not be able to enjoy his happiness long and will be forced to return to the changing rooms a dozen minutes later and leaving its coéquipiers in digital inferiority.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1142	2	It is better for this way, as they will still need their strength.	It is better for example, they will still need forces.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1154	3	You are what you divulge about yourself.	You are what you divulgues subject to tone	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1157	4	The right-wing camp is intact, it is only inside the party that voters have become more aware, more critical and more stubborn.	The right-wing camp is intact, only party that voters have become more aware, more critical and more stubborn.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1168	3	Microsoft is seeking a virtual (see)	Microsoft is seeking a receptionist (virtual)	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1171	1	The other research - The University of California, Berkeley, claims also to be researching in a new adhesive.	The other RECHERCHE- The University of California, Berkeley, and it also, in the search for a new removed.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1179	2	The Thai authorities stopped him at passport control, and in the end, he went to Hong Kong.	The authorities Thaï the bloquèrent the passport control, and in the end, it out Hong Kong.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1196	5	The experts say a technology still in its infancy, from the fact that the marine energy dispelling fears about the environmental impact.	The experts say that it is a technology still in its infancy, from the fact that marine energy does not dispel fears about its environmental impact.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1235	4	The public is waiting for the time, without really hiding it, when Google will reveal its true nature.	The public expects, without really is in hiding, when Google will reveal its true nature.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1237	4	The price of crude oil fell by 7 percent to $99.80 a barrel. The New York Mercantile Exchange during sales this morning.	The futures of crude oil, fell by 7 percent to $99.80 a barrel. The New York Mercantile Exchange, in sales of this morning.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1248	2	The wrong time to spoil the rat of Pozoblanco	Bad weather spoils the fair at Pozoblanco	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1264	1	. People signs indicate the street.	. No signs indicate the street.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1270	3	Not in front, because that way we create a block, and not all the yellow caps on the same benches, we must distribute them in the hall! '	Not before, otherwise it blocks, and not all the yellow caps on the same benches, we must distribute them in the Chamber! '	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1275	1	The stock exchange of Warsaw made a proposal to buy the stock exchange of Prague	The cause of this exclusion is that the stock exchange of Warsaw is owned by the state.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1288	1	The supercolle to walk on the walls.	Superglue to walk on the walls.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1310	5	To support the sector, one would need between 16 and 18 million per year.	To support the sector, it should be between 16 and 18 million per year.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1311	0	But before the course begins, it was for me to appear.	For me, it was clear that I had to be travel a day.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1318	3	In short - But victorious of Kovalev	In short - victorious goal for Kovalev	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1338	3	Now that the election in Parliament of the Land of Bavaria fell, a union of BayernLB with the bank from Baden-Wuttenberg could be taken first.	Now that the election in Parliament of the Land of Bavaria is over, a union of BayernLB with the bank from Baden-Wuttenberg could be seen very soon.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1342	0	This is what we think will bring in more customers.	It is better for this way, as they will still need their strength.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1353	3	With a camera and a system of recognition of forms and faces, this "see" can know how many people in the place, which they are - including remember what they occupy positions - and listen and hear the keywords of their conversations.	With a camera and a system of recognizing forms and faces, this "receptionist" can know how many people are in the place, who they are - what posts they occupy - and listen and hear the keywords of their conversations.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1367	4	This is the second weekend of the beer festival, known as the 'weekend of Italians'.	The second weekend of the beer festival is also known as the weekend of Italy.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1385	2	Since its creation, on 28 September 1998, Héma-Quebec has applied the precautionary principle.	This episode has shown that the precautionary principle that has been applied, made sense. "	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1403	5	The directorate of the Polish football league PZPN has been suspended by the National Olympic Committee after many scandals and replaced by Robert Zawlocki, an independent administrator.	The direction of the Polish football league PZPN has been suspended by the National Olympic Committee after many scandals and replaced by Robert Zawlocki, administrator independent.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1411	4	Vodafone heads rather its attention on the performance of the requests for its own 3G licences.	Vodafone heads rather its attention on obtaining its own 3G licences.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1433	1	But given the attitude of mobile operators that are, the indifference of the Czech regulators is disconcerting.	The problem is that trade of all mobile operators Czech prohibit such a resale.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1458	1	None of the Czech operators has a dominant position on such a market.	The problem is that trade of all mobile operators Czech prohibit such a resale.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1465	0	Especially as it is relatively saturated from the point of view of the provision of services. "	According Masi, "the choice of rotating doors is important even from a symbolic point of view."	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1476	4	The psychology of one-upmanship: Why are we spending more money?	The psychology of one-upmanship: Why are spending more money?	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1496	0	The installation in all the institutions of the Presidency of the Council is now complete with the Palais Chigi.	The celebration of the Second crucial time for the Improvement of Record of the Equipe.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1504	4	They launched a watermelons of their car '.	They launched a watermelon from their car '.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1507	0	The answer is simple, there is a lack of competition.	A formulated answer like this is not suprising, coming from the representative of the operators.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1509	1	We have already led the negotiations about that possibility several times with all the Czech mobile operators.	The problem is that trade of all mobile operators Czech prohibit such a resale.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1533	5	The fourth world aircraft manufacturer, Embraer, maintains its forecast for 2008 with 215 aircraft deliveries left, reaffirmed Fredrico Fleury Curado, its chairman.	The fourth largest world aircraft manufacturer, Embraer, maintains its forecast for 2008 with 215 aircraft deliveries, re-affirmed Fredrico Fleury Curado, its chairman.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1544	3	When energy gives birth to waves, big ones moves.	When energy is born waves, now the big moves.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1567	1	They have not been that according to the opposition.	If Members of the opposition are in parliament is that they have been appointed, not elected.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1571	0	The price of the production of paper, the activities of the print edition and have not changed.	The choice of mode of use and requirements of the future owner.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1572	2	People say that Naomi is a person with a warm heart.	People that Naomi is a person central aim.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1577	3	But what a great long distance athlete.	But what great athlete of substance.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1591	3	What does it mean?	But what does that mean for the emotions?	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1603	2	Behemoths in the attack.	Colossus to the attack.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1608	2	Other operators also refer to the specific nature of the Czech market.	None of the Czech operators did of a dominant position on such a market.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1637	3	HSV beat Gladbach 1: 0	HSV fighting Gladbach 1: 0	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1649	5	The new law also seeks to limit the so-called golden parachutes for the managers of companies participating in the programme and it will establish a committee, which will ensure the supervision of the funds.	The new law also provides to limit the so-called golden parachutes for the managers of companies participating in the programme and it establishes a committee, which will ensure the supervision of the funds.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1663	4	The driver control the validity of the voucher registered.	That's how the driver tests the validity of the registered voucher.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1686	4	Therefore ordered interceptions against Dal Torrione, the entry write, is émergée 'willingness to marry the requirements of a businessman, representing a group known, close to the Piromalli, unifying the choice of the public administration to the interests of the clan.	Starting with the interceptions ordered against Dal Torrione, the pm writes, "the possibility of marrying the demans of a businessman, representative a well known group close to the Piromalli, unifying the choice of the public administration with the interests of the clan.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1702	1	I believe that yes, but in the end it joined and these activities have a lot in common.	But in this case, we can at least hope that all human brain have the same situation.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1757	2	The government has provided £14 billion to protect the deposits of 2.6 million savers of Bradford & Bingleys.	The loan of £14 billion will be repaid when mortgages of Bradford & Bingleys are released.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1761	3	In their experiment, three groups bid against a partner, in different circumstances.	At them, three groups surenchérissaient with a partner, in different circumstances.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1762	1	So many other Paul Newman have gone to history.	Paul Newman was one of them. "	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1772	1	In the first half of 2008, the night flights and hotels were less expensive than the previous year.	Also in terms of price of flights, the trend was on the rise in the first quarter.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1777	3	The board of AIG met Sunday evening to examine possible cessions, according to FT.	The board of AIG met Sunday in the evening to examine possible, according to stop it said.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1781	0	The future is perhaps promising.	Obama has said that he is the future.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1807	0	Readers, however, have the advantage of having an order easy.	MP3 players, however, have the advantage of having easy controls.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1826	4	That is the timetable set by the Capitol for the work of the Commission for the future of Rome" which took place this morning at the new headquarters, behind the Thermes of Caracalla.	That is the timetable set by the Capitol for the work of the Commission for the future of Rome "Capital, which took place this morning, the new headquarters, behind the baths of Caracalla.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1832	5	When at the end of the war, he was captured by the British and placed in the court to capture of the region Holstein, dozens of Germans were the Czech consult to their learns Czech.	When at the end of the war, he was captured by the British and placed in the prisoner of war camps of the region Holstein, dozens of Germans approached him to learn Czech.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1843	2	It was the best that could mark the jets at a time.	It was the highest Jets score in one game.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1844	0	The answer is simple, there is a lack of competition.	However, in view of the dynamics and unpredictability of the crisis, there is no certainty.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
postediting	2016	1852	4	Special prosecutor, Nora Dannehy now will inquire to know whether the officers lied to their interrogators, hence obstructing justice, during their investigation.	The accuser Advisor, Nora Dannehy now will be whether the officers asked during the investigation, lied to investigators, obstruant and justice.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
postediting	2016	1864	2	The high court of Truro has stated that he regularly bound his step-daughter, Stéphanie Randle, during her childhood, when she was between 5 and 7 years old.	The high court of Truro has referred he linked regularly its beautiful daughter, Stéphanie Randle, during his childhood, 5 to 7 years.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
